frame,fly1_x,fly1_y,fly2_x,fly2_y,fly3_x,fly3_y,fly4_x,fly4_y,fly5_x,fly5_y,fly6_x,fly6_y,fly7_x,fly7_y,fly8_x,fly8_y,fly9_x,fly9_y,fly10_x,fly10_y,fly11_x,fly11_y,fly12_x,fly12_y,fly13_x,fly13_y,fly14_x,fly14_y,fly15_x,fly15_y
171,1812.6336996336995,1177.9267399267399,1485.4285714285713,906.5714285714286,326.57142857142856,2207.8571428571427,1373.2857142857142,1865,1052.7142857142858,1077.2142857142858,802.1428571428571,2455.5714285714284,662,2263,852,1304,1599.5714285714287,2038.5714285714287,1486.5714285714287,2067.5714285714284,680.4285714285714,1040.142857142857,854.8571428571429,1306.2857142857142,677.1428571428571,2178.6428571428573,506.07142857142856,1690.5,755.0714285714286,1685.142857142857
172,1812,1181.2,1483.142857142857,905.2857142857143,326.85714285714283,2207.714285714286,1373.2857142857142,1865,1178,1089.0714285714287,800.1428571428571,2464.5714285714284,662,2263,852,1304,1600,2038.5714285714287,1492.4285714285713,2067.285714285714,669.5714285714286,1044.2857142857142,854.8571428571429,1306.2857142857142,705.4285714285714,2005.9285714285713,548.7857142857143,1780.357142857143,622.0714285714286,1540.857142857143
173,1811.3333333333335,1185.2666666666667,1480.4285714285713,904.2857142857143,327,2207.5714285714284,1373.4285714285713,1865,1303.4285714285713,1100.7857142857142,798.1428571428571,2473,662,2263,852,1304,1600.4285714285713,2038.5714285714287,1497.857142857143,2066.8571428571427,658.7142857142857,1048,854.8571428571429,1306.2857142857142,733.7142857142857,1832.9285714285713,572.1428571428571,1825,490.7857142857143,1395.857142857143
174,1810.6666666666665,1189.3333333333335,1478,903.7142857142857,327.14285714285717,2207.5714285714284,1373.5714285714287,1865,1429,1112.2142857142858,795.7142857142857,2482,662,2263,852,1304,1601,2038.5714285714287,1502.7142857142858,2065.714285714286,648,1050.857142857143,854.8571428571429,1306.142857142857,762,1659.357142857143,576.1428571428571,1824.5714285714287,360.7857142857143,1250.5714285714287
175,1810,1193.4,1475.857142857143,903.2857142857143,327.2857142857143,2207.5714285714284,1373.7142857142858,1865,1555.142857142857,1123.357142857143,793.4285714285714,2491.5714285714284,662,2263,852,1304,1601.5714285714287,2038.5714285714287,1506.857142857143,2063.714285714286,637.2857142857143,1052.857142857143,854.8571428571429,1306.142857142857,790,1484.9285714285713,580,1824.142857142857,296.57142857142856,1176.5714285714287
176,1809.3333333333335,1197.4666666666667,1473.7142857142858,903,327.42857142857144,2207.714285714286,1373.857142857143,1865,1681.5714285714287,1133.357142857143,791.1428571428571,2500.8571428571427,662,2263,852,1304,1602,2038.7142857142858,1510.2857142857142,2060.8571428571427,627,1054,854.8571428571429,1306.142857142857,817.8571428571429,1309.9285714285713,583.8571428571429,1824,298.14285714285717,1174.142857142857
177,1808.6666666666665,1201.5333333333333,1471.2857142857142,902.5714285714286,327.42857142857144,2207.5714285714284,1374,1865,1745.7142857142858,1136.7142857142858,788.4285714285714,2509.714285714286,662,2263,852,1304,1602.5714285714287,2038.857142857143,1512.857142857143,2057.5714285714284,617.1428571428571,1054.4285714285713,855,1306.142857142857,845.7142857142857,1134.357142857143,587.7142857142857,1823.4285714285713,299.85714285714283,1172.142857142857
178,1808,1205.6000000000001,1468.4285714285713,902,327.57142857142856,2207.4285714285716,1374,1865,1747.2857142857142,1133.7142857142858,785.4285714285714,2518.285714285714,662,2263,852,1304,1602.857142857143,2039,1514.857142857143,2053.285714285714,607.4285714285714,1053.5714285714287,855,1306.142857142857,859.4285714285714,1044.7142857142858,591.4285714285714,1823.2857142857142,301.42857142857144,1170.4285714285713
179,1807.3333333333335,1209.6666666666665,1465.4285714285713,901.2857142857143,327.7142857142857,2207.5714285714284,1373.857142857143,1865,1748.7142857142858,1130.857142857143,781.8571428571429,2527.4285714285716,662,2263,852,1304,1603,2039,1516.7142857142858,2048.4285714285716,598.1428571428571,1051.857142857143,854.8571428571429,1306.2857142857142,858.7142857142857,1041,595,1823,303,1168.857142857143
180,1806.6666666666665,1213.7333333333333,1462.5714285714287,900.4285714285714,327.85714285714283,2207.714285714286,1373.7142857142858,1865,1749.857142857143,1128.142857142857,777.5714285714286,2536.5714285714284,662.1428571428571,2263.285714285714,852,1304,1603.142857142857,2039,1518.5714285714287,2042.857142857143,589.1428571428571,1050.2857142857142,854.7142857142857,1306.4285714285713,857.7142857142857,1037,598.4285714285714,1822.857142857143,329.5,1246.0714285714287
181,1806,1217.8,1459.2857142857142,899.5714285714286,327.85714285714283,2207.714285714286,1373.5714285714287,1865,1703.857142857143,1200.857142857143,773,2544.5714285714284,662.2857142857143,2263.5714285714284,852,1304,1603.142857142857,2039,1520.5714285714287,2036.7142857142858,579.8571428571429,1048.7142857142858,854.5714285714286,1306.5714285714287,856.5714285714286,1033,601.7142857142857,1822.4285714285713,381.07142857142856,1401.9285714285713
182,1805.3265306122448,1222.2244897959185,1455.5714285714287,898.7142857142857,327.85714285714283,2207.714285714286,1373.5714285714287,1865,1610.2857142857142,1349,767.8571428571429,2552.4285714285716,662.4285714285714,2263.8571428571427,852,1304,1603.142857142857,2039,1522.5714285714287,2030.2857142857142,570.5714285714286,1047.4285714285713,854.4285714285714,1306.5714285714287,855.4285714285714,1029,605,1822.142857142857,432.5,1558.2142857142858
183,1804.6462585034012,1227.0068027210884,1451.7142857142858,897.2857142857143,327.85714285714283,2207.714285714286,1373.5714285714287,1865,1515.5714285714287,1498.2857142857142,761.7142857142857,2560.714285714286,662.5714285714286,2264.1428571428573,852,1304,1603.142857142857,2039.142857142857,1525.142857142857,2023.4285714285713,560.7142857142857,1046.4285714285713,854.2857142857143,1306.7142857142858,854.2857142857143,1025,608.2857142857143,1821.5714285714287,483.7857142857143,1714.5
184,1803.9591836734694,1232.146939,1448.2857142857142,896,328,2207.8571428571427,1373.5714285714287,1865,1419.4285714285713,1648,755.2857142857143,2568.8571428571427,662.7142857142857,2264.4285714285716,852,1304,1603,2039.4285714285713,1528.142857142857,2016.4285714285713,550.7142857142857,1045.7142857142858,854.1428571428571,1306.857142857143,853,1020.8571428571429,611.7142857142857,1821.2857142857142,534.9285714285714,1870.9285714285713
185,1803.265306122449,1237.6448979591837,1445.2857142857142,894.8571428571429,327.85714285714283,2207.8571428571427,1373.5714285714287,1865,1322.142857142857,1797.857142857143,748.2857142857143,2576.5714285714284,662.8571428571429,2264.714285714286,852,1304,1602.857142857143,2039.7142857142858,1531.142857142857,2009.142857142857,540.4285714285714,1046,854,1307,851.4285714285714,1016.4285714285714,614.8571428571429,1820.857142857143,585.9285714285714,2027.5
186,1802.564626,1243.5006802721089,1442.2857142857142,893.7142857142857,327.7142857142857,2207.714285714286,1373.7142857142858,1865,1223.5714285714287,1947.857142857143,741.1428571428571,2583.714285714286,662.8571428571429,2264.5714285714284,852,1304,1602.7142857142858,2040.142857142857,1534,2001.5714285714287,529.8571428571429,1046.857142857143,854.1428571428571,1307,850,1012,617.8571428571429,1820.5714285714287,612.1428571428571,2104.9285714285716
187,1801.857142857143,1249.7142857142858,1439.4285714285713,892.5714285714286,327.57142857142856,2207.714285714286,1373.857142857143,1865,1124,2097.8571428571427,733.5714285714286,2591,662.7142857142857,2264.1428571428573,852,1304,1602.4285714285713,2040.5714285714287,1536.857142857143,1994,519,1047.857142857143,854.1428571428571,1307,848.7142857142857,1007.7142857142857,620.8571428571429,1820.142857142857,588.5,2024.5714285714287
188,1801.142857142857,1256.2857142857142,1436.857142857143,891.5714285714286,327.42857142857144,2207.5714285714284,1374,1865,1070.4285714285713,2172.714285714286,725.4285714285714,2599,662.5714285714286,2263.714285714286,852,1304,1602.142857142857,2041.142857142857,1539.7142857142858,1987.142857142857,508.42857142857144,1049.142857142857,854.1428571428571,1307,847.4285714285714,1003.7142857142857,623.8571428571429,1819.857142857143,539.7857142857143,1865.5714285714287
189,1795.530612244898,1249.2755102040815,1434.7142857142858,890.4285714285714,327.14285714285717,2207.4285714285716,1374,1865,1062.7142857142858,2172.1428571428573,717.2857142857143,2606.4285714285716,662.4285714285714,2263.285714285714,852,1304,1601.857142857143,2041.7142857142858,1542.5714285714287,1980.7142857142858,497.7142857142857,1050.7142857142858,854.1428571428571,1307,846.4285714285714,1000.4285714285714,626.8571428571429,1819.5714285714287,491.07142857142856,1706.2857142857142
190,1785.0204081632653,1228.6836734693877,1432.857142857143,889.7142857142857,327,2207.285714285714,1374,1865,1054.5714285714287,2171.4285714285716,709.5714285714286,2613.4285714285716,662.2857142857143,2262.8571428571427,852,1304,1601.4285714285713,2042.142857142857,1545.2857142857142,1975,487.42857142857144,1052.2857142857142,854.1428571428571,1307,845.4285714285714,997.5714285714286,629.4285714285714,1819.4285714285713,442.5,1547
191,1779.3265306122448,1221.3673469387757,1431,889.1428571428571,326.85714285714283,2207.1428571428573,1374,1865,1046.4285714285713,2170.8571428571427,701.7142857142857,2620.285714285714,662.1428571428571,2262.5714285714284,852,1304,1601,2042.2857142857142,1548.2857142857142,1969.142857142857,477,1054.4285714285713,854.2857142857143,1307,844.7142857142857,995.4285714285714,631.2857142857143,1819.4285714285713,393.92857142857144,1387.7142857142858
192,1778.4489795918366,1227.3265306122448,1429.2857142857142,888.4285714285714,326.85714285714283,2207.1428571428573,1374,1865,1038.4285714285713,2170.5714285714284,693.4285714285714,2627.285714285714,662,2262.285714285714,852,1304,1600.5714285714287,2042.4285714285713,1551.5714285714287,1964.142857142857,467,1056.7142857142858,854.2857142857143,1307,844.1428571428571,994,632.8571428571429,1819.5714285714287,345.2142857142857,1228.4285714285713
193,1774.6734693877552,1224.704081632653,1427.7142857142858,887.8571428571429,326.85714285714283,2207.1428571428573,1374,1865,1030.2857142857142,2170.1428571428573,685,2633.5714285714284,662,2262.4285714285716,852,1304,1600.142857142857,2042.2857142857142,1555.2857142857142,1959.5714285714287,457.85714285714283,1059.2857142857142,854.1428571428571,1307,843.7142857142857,993,634,1819.7142857142858,321,1148.7142857142858
194,1768,1213.5,1426.2857142857142,887.4285714285714,326.7142857142857,2207,1373.857142857143,1865,1022,2169.5714285714284,676.4285714285714,2638.8571428571427,662,2262.5714285714284,852,1304,1599.7142857142858,2042,1559.4285714285713,1955.142857142857,449.57142857142856,1062.2857142857142,854.1428571428571,1307,843.4285714285714,992.4285714285714,634.7142857142857,1819.857142857143,321.2857142857143,1148.4285714285713
195,1758.4285714285713,1193.7142857142858,1425.142857142857,886.8571428571429,326.57142857142856,2207.1428571428573,1373.7142857142858,1865,1013.5714285714286,2169.285714285714,668,2642.714285714286,662,2262.714285714286,852,1304,1599.2857142857142,2041.5714285714287,1563.7142857142858,1950.5714285714287,442.14285714285717,1065.7142857142858,854.1428571428571,1307,843.2857142857143,992.1428571428571,635,1820,321.14285714285717,1148.4285714285713
196,1750.857142857143,1178.9285714285713,1424.2857142857142,886.4285714285714,326.7142857142857,2207.285714285714,1373.5714285714287,1865,1005.2857142857143,2169.5714285714284,659.2857142857143,2645.5714285714284,662,2262.8571428571427,852,1304,1598.857142857143,2041,1568.5714285714287,1945.7142857142858,436,1069.4285714285713,854.1428571428571,1307,843.1428571428571,992,635,1820,321,1148.5714285714287
197,1748,1176.642857142857,1423.7142857142858,886.1428571428571,326.7142857142857,2207.285714285714,1373.5714285714287,1865,997.4285714285714,2170.285714285714,650.5714285714286,2647.1428571428573,662,2263,852,1304,1598.5714285714287,2040.4285714285713,1573.7142857142858,1940.7142857142858,430.85714285714283,1073.5714285714287,854.1428571428571,1307,843.2857142857143,991.8571428571429,635,1820,320.7142857142857,1148.7142857142858
198,1740.142857142857,1159.7142857142858,1423.2857142857142,886,326.7142857142857,2207.285714285714,1373.5714285714287,1865,989.8571428571429,2171.1428571428573,641.7142857142857,2647.714285714286,662,2263,852,1304,1598.2857142857142,2040,1579,1936,427,1077.857142857143,854,1307,843,991.2857142857143,634.8571428571429,1820,320.42857142857144,1148.857142857143
199,1727.3809523809523,1128.3650793650793,1422.857142857143,886.1428571428571,326.7142857142857,2207.4285714285716,1373.5714285714287,1865,982.5714285714286,2172.1428571428573,632.7142857142857,2647,662,2263,852,1304,1598.142857142857,2039.5714285714287,1584.5714285714287,1931.142857142857,423.85714285714283,1082.857142857143,854,1307,842.8571428571429,990.4285714285714,634.7142857142857,1820,320.14285714285717,1149
200,1717.4285714285713,1104.452380952381,1422.7142857142858,886.1428571428571,326.85714285714283,2207.5714285714284,1373.5714285714287,1865,976,2173.714285714286,623,2645.5714285714284,662,2263,852,1304,1598,2039.2857142857142,1590.5714285714287,1926.2857142857142,421,1088.2857142857142,854,1307,842.7142857142857,989.4285714285714,634.5714285714286,1820,319.85714285714283,1149
201,1710.2857142857142,1087.9761904761906,1422.7142857142858,886.1428571428571,327.14285714285717,2207.714285714286,1373.7142857142858,1865,969.7142857142857,2175.714285714286,613.5714285714286,2643.285714285714,662,2263,852,1304,1598,2039.142857142857,1596.7142857142858,1921.5714285714287,418.57142857142856,1094.7142857142858,854,1307,842.5714285714286,988.2857142857143,634.4285714285714,1820,319.42857142857144,1149
202,1705.952380952381,1078.936507936508,1422.857142857143,886.1428571428571,327.42857142857144,2207.5714285714284,1373.857142857143,1865,963.5714285714286,2177.5714285714284,603.8571428571429,2640.1428571428573,662,2263,852,1304,1598,2039,1603.2857142857142,1917.142857142857,416.57142857142856,1101.7142857142858,854,1307,842.5714285714286,987,634.4285714285714,1820.142857142857,319.14285714285717,1149
203,1704.4285714285713,1077.3333333333335,1423,886.2857142857143,327.57142857142856,2207.5714285714284,1374,1865,957.1428571428571,2179.5714285714284,593.7142857142857,2636.5714285714284,662,2263,852,1304,1598.142857142857,2039,1610,1912.857142857143,415.14285714285717,1110.142857142857,854,1307,842.8571428571429,985.2857142857143,634.2857142857143,1820.142857142857,318.85714285714283,1149
204,1703,1075.6666666666667,1423.142857142857,886.4285714285714,327.7142857142857,2207.714285714286,1374,1865,950.5714285714286,2181.5714285714284,582.8571428571429,2632.285714285714,662,2263,852,1304,1598.2857142857142,2039.142857142857,1616.7142857142858,1908.5714285714287,414.14285714285717,1119.7142857142858,854,1307,843.4285714285714,983.1428571428571,634.1428571428571,1820.142857142857,318.57142857142856,1149
205,1701.6666666666665,1074.2222222222222,1423.4285714285713,886.5714285714286,327.85714285714283,2207.8571428571427,1374.142857142857,1865,944,2184,572.2857142857143,2627.5714285714284,662,2263,852,1304,1598.4285714285713,2039.2857142857142,1623.4285714285713,1904.2857142857142,414,1130.4285714285713,854.1428571428571,1307,844.5714285714286,980.8571428571429,634.1428571428571,1820.142857142857,318.42857142857144,1148.857142857143
206,1700.3333333333335,1072.7777777777778,1423.5714285714287,886.5714285714286,328,2207.8571428571427,1374.2857142857142,1865,937.1428571428571,2186.5714285714284,562,2622.285714285714,662,2263,852,1304,1598.5714285714287,2039.4285714285713,1630.2857142857142,1900,415,1141.5714285714287,854.2857142857143,1307,845.7142857142857,978.1428571428571,634.2857142857143,1820.142857142857,318.42857142857144,1148.7142857142858
207,1699,1071.3333333333333,1423.4285714285713,886.7142857142857,328,2207.8571428571427,1374.4285714285713,1865,930.2857142857143,2189,552.1428571428571,2616.5714285714284,662,2263,852,1304,1598.7142857142858,2039.5714285714287,1637,1895.7142857142858,417.14285714285717,1153.7142857142858,854.4285714285714,1307,847,975,634.4285714285714,1820.142857142857,318.57142857142856,1148.5714285714287
208,1700.1571428571428,1074.8666666666666,1423.4285714285713,886.8571428571429,327.85714285714283,2208,1374.4285714285713,1865,923.5714285714286,2191.8571428571427,542.1428571428571,2610.4285714285716,662,2263,852,1304,1598.857142857143,2039.7142857142858,1643.5714285714287,1891.5714285714287,420.2857142857143,1165.857142857143,854.5714285714286,1307,848.4285714285714,971.5714285714286,634.4285714285714,1820.142857142857,318.85714285714283,1148.4285714285713
209,1703.8047619047618,1083.3777777777777,1423.2857142857142,886.8571428571429,327.85714285714283,2208.285714285714,1374.4285714285713,1865,917.2857142857143,2195.4285714285716,532.7142857142857,2604.285714285714,662,2263,852.1428571428571,1304,1599,2039.7142857142858,1650.4285714285713,1887.2857142857142,424.57142857142856,1178.5714285714287,854.7142857142857,1307,850,967.5714285714286,634.2857142857143,1820,319.14285714285717,1148.2857142857142
210,1709.9428571428573,1096.8666666666666,1423.142857142857,886.7142857142857,327.7142857142857,2208.285714285714,1374.4285714285713,1865,911.4285714285714,2199.1428571428573,523.7142857142857,2597.5714285714284,662,2263,852.1428571428571,1304,1599,2039.857142857143,1657.142857142857,1883.2857142857142,429.57142857142856,1191,854.8571428571429,1307,851.4285714285714,963.5714285714286,634.2857142857143,1820,319.42857142857144,1148.142857142857
211,1718.5714285714287,1115.3333333333333,1423.142857142857,886.5714285714286,327.57142857142856,2208.1428571428573,1374.4285714285713,1865,905.8571428571429,2203.285714285714,515,2590.714285714286,662,2263,852.1428571428571,1304,1599,2039.857142857143,1664.142857142857,1879.4285714285713,435.42857142857144,1203.4285714285713,855,1306.857142857143,852.5714285714286,959.8571428571429,634.2857142857143,1820,319.7142857142857,1148
212,1729.6904761904764,1138.7777777777778,1423.142857142857,886.4285714285714,327.42857142857144,2208,1374.2857142857142,1865,900.4285714285714,2207.285714285714,506.2857142857143,2583.1428571428573,662,2263,852.1428571428571,1304,1599,2039.7142857142858,1671.2857142857142,1875.857142857143,441.7142857142857,1215.4285714285713,855,1306.7142857142858,853.4285714285714,956.7142857142857,634.2857142857143,1820,319.85714285714283,1148
213,1743.3,1167.2,1423.142857142857,886.2857142857143,327.2857142857143,2208,1374.142857142857,1865,895.2857142857143,2211.5714285714284,497.85714285714283,2575.285714285714,662,2263,852.1428571428571,1304,1599,2039.5714285714287,1678.142857142857,1872.7142857142858,448.42857142857144,1227,855,1306.5714285714287,854.2857142857143,954.2857142857143,634.1428571428571,1820,320,1148
214,1759.3999999999999,1200.6000000000001,1423.2857142857142,886.1428571428571,326.85714285714283,2208,1374,1865,890.4285714285714,2216.1428571428573,490,2567,662,2263,852.1428571428571,1304,1599,2039.4285714285713,1684.857142857143,1869.5714285714287,456,1238.2857142857142,855,1306.4285714285713,855,952.2857142857143,634,1820,320,1148
215,1775.5,1234,1423.4285714285713,886,326.57142857142856,2207.8571428571427,1374,1865,885.8571428571429,2220.714285714286,482.42857142857144,2558.8571428571427,662,2263,852.1428571428571,1304,1599,2039.2857142857142,1691.4285714285713,1866.142857142857,464,1249.142857142857,855,1306.2857142857142,855.5714285714286,950.8571428571429,634,1820,320,1148
216,1791.6000000000001,1267.4,1423.4285714285713,886,326.2857142857143,2207.714285714286,1374,1865,881,2225,474.7142857142857,2549.8571428571427,662,2263,852,1304,1599,2039.2857142857142,1697.4285714285713,1862.5714285714287,472.57142857142856,1259.4285714285713,855,1306.142857142857,856,950.1428571428571,634,1820,320,1148
217,1807.7,1300.8,1423.5714285714287,886.1428571428571,326.14285714285717,2207.5714285714284,1374,1865,876.1428571428571,2229.1428571428573,467.7142857142857,2540.8571428571427,662,2263,852,1304,1599,2039.142857142857,1703.5714285714287,1858.857142857143,481.85714285714283,1268.4285714285713,855,1306,856.2857142857143,949.8571428571429,634,1820,320,1148
218,1822.357142857143,1330.142857142857,1423.7142857142858,886.2857142857143,326,2207.5714285714284,1374,1865,871.1428571428571,2233,461.14285714285717,2531.5714285714284,662,2263,852,1304,1599,2039,1709.142857142857,1854.5714285714287,491.7142857142857,1276.4285714285713,855,1306,856.5714285714286,949.8571428571429,634,1820,320,1148
219,1834.191489361702,1353.6717325227964,1423.857142857143,886.2857142857143,325.85714285714283,2207.5714285714284,1374,1865,866.1428571428571,2236.5714285714284,454.57142857142856,2522.1428571428573,662,2263,852,1304,1599,2039,1714.2857142857142,1849.5714285714287,501.85714285714283,1283.5714285714287,855,1306,856.7142857142857,949.8571428571429,634,1820,320,1148
220,1843.2030395136776,1371.3866261398177,1423.857142857143,886.2857142857143,325.7142857142857,2207.4285714285716,1374,1865,861.1428571428571,2239.8571428571427,448,2512.1428571428573,662,2263,852,1304,1599,2039,1719.142857142857,1844.2857142857142,512.2857142857143,1290.142857142857,854.8571428571429,1306,856.8571428571429,949.8571428571429,634,1820,320.14285714285717,1148
221,1849.3917933130701,1383.287537993921,1423.7142857142858,886.4285714285714,325.85714285714283,2207.285714285714,1374,1865,856.1428571428571,2242.714285714286,441.57142857142856,2502.4285714285716,662,2263,852,1304,1599,2039,1723.4285714285713,1838.5714285714287,522.7142857142857,1295.4285714285713,854.8571428571429,1306,857,950,634,1820,320.2857142857143,1148
222,1852.7577507598783,1389.3744680851064,1423.5714285714287,886.7142857142857,326.14285714285717,2207.285714285714,1374,1865,850.7142857142857,2244.5714285714284,435.42857142857144,2492.4285714285716,662,2263,852,1304,1599,2039,1727.142857142857,1832.7142857142858,533.8571428571429,1299.857142857143,854.7142857142857,1306,857.1428571428571,950,634,1820,320.42857142857144,1148
223,1853.3009118541033,1389.647416413374,1423.5714285714287,886.8571428571429,326.2857142857143,2207.285714285714,1374,1865,845.2857142857143,2245.5714285714284,429.85714285714283,2483.1428571428573,662,2263,852,1304,1599,2039,1730.142857142857,1826.857142857143,544.8571428571429,1303.2857142857142,854.5714285714286,1306.142857142857,857.1428571428571,950,634,1820,320.57142857142856,1148
224,1851.0212765957447,1384.1063829787236,1423.4285714285713,886.8571428571429,326.42857142857144,2207.4285714285716,1374,1865,840,2245.714285714286,424.57142857142856,2474.8571428571427,662,2263,852,1304,1599,2039,1732.2857142857142,1820.857142857143,555.8571428571429,1306.4285714285713,854.4285714285714,1306.142857142857,857.1428571428571,950,634,1820,320.7142857142857,1148
225,1847.3617021276598,1376.808510638298,1423,886.8571428571429,326.57142857142856,2207.5714285714284,1374,1864.857142857143,834.7142857142857,2245.1428571428573,420,2467.285714285714,662,2263,852,1304,1599,2039,1734,1814.7142857142858,566.5714285714286,1308.857142857143,854.2857142857143,1306.142857142857,857,950,634,1820,320.85714285714283,1148
226,1843.7021276595744,1369.5106382978722,1422.5714285714287,887,326.57142857142856,2207.5714285714284,1374,1864.857142857143,829.2857142857143,2243.8571428571427,416.42857142857144,2461.285714285714,662,2263,852,1304,1599,2039,1735.2857142857142,1808.857142857143,577.8571428571429,1310.4285714285713,854.1428571428571,1306.142857142857,857,950,634,1820,321,1148
227,1840.0425531914896,1362.212765957447,1422.7142857142858,887.1428571428571,326.7142857142857,2207.4285714285716,1374,1864.7142857142858,823.5714285714286,2241.714285714286,414.42857142857144,2457.1428571428573,662,2263,852,1304,1599,2039,1736,1802.857142857143,589.2857142857143,1311.5714285714287,854.1428571428571,1306.142857142857,857,950,634,1820,321,1148
228,1836.3829787234042,1354.914893617021,1422.857142857143,887,326.85714285714283,2207.285714285714,1374,1864.5714285714287,817.4285714285714,2239,413.42857142857144,2454.1428571428573,662,2263,852,1304,1599,2039,1736.2857142857142,1797.4285714285713,600.7142857142857,1312.5714285714287,854,1306.142857142857,857,950,634,1820,321,1148
229,1832.723404255319,1347.6170212765958,1423,886.7142857142857,326.85714285714283,2207.1428571428573,1374,1864.4285714285713,811.2857142857143,2236,414,2453,662,2263,852,1304,1599,2039,1736.4285714285713,1791.857142857143,611.8571428571429,1313.2857142857142,854,1306.142857142857,857,950,634,1820,321,1148
230,1829.063829787234,1340.3191489361702,1423.142857142857,886.5714285714286,326.85714285714283,2207,1374,1864.2857142857142,805.1428571428571,2232.5714285714284,415.2857142857143,2452.714285714286,662,2263,852,1304,1599,2039,1736.7142857142858,1785.857142857143,622.7142857142857,1313.5714285714287,854,1306,857.1428571428571,950,634,1820,321,1148
231,1825.4042553191487,1333.0212765957447,1423.2857142857142,886.4285714285714,327,2206.8571428571427,1374,1864.142857142857,799.1428571428571,2228.8571428571427,417,2452.5714285714284,662,2263,852,1304,1599,2039,1736.7142857142858,1779.5714285714287,633.4285714285714,1313.5714285714287,854,1306,857.2857142857143,949.5714285714286,634,1820,321,1148
232,1821.7446808510638,1325.723404255319,1423.5714285714287,886.2857142857143,327.14285714285717,2206.8571428571427,1374,1864.142857142857,793.4285714285714,2224.8571428571427,419.14285714285717,2452.8571428571427,662,2263,852,1304,1599,2039,1736.4285714285713,1772.857142857143,643.7142857142857,1313.4285714285713,854,1306,857.5714285714286,945.5714285714286,634,1820,321,1148
233,1818.0851063829784,1318.4255319148938,1423.857142857143,886.2857142857143,327.42857142857144,2207,1374,1864,788.2857142857143,2221.1428571428573,421.7142857142857,2452.714285714286,662,2263,852,1304,1599,2039,1736.142857142857,1765.7142857142858,653,1313.7142857142858,854,1306,858.1428571428571,940.2857142857143,634,1820,321,1148
234,1814.4255319148936,1311.127659574468,1423.7142857142858,886.2857142857143,327.57142857142856,2207.285714285714,1374,1864,783.8571428571429,2217.714285714286,424.14285714285717,2452,662,2263,852,1304,1599,2039,1736,1758,661.5714285714286,1314,854,1306,859.1428571428571,934.1428571428571,634,1820,321,1148
235,1810.7659574468084,1303.8297872340427,1423.857142857143,886.4285714285714,327.7142857142857,2207.5714285714284,1374,1864,780.1428571428571,2214.5714285714284,426.42857142857144,2450.5714285714284,662,2263,852,1304,1599,2039,1735.857142857143,1749.4285714285713,669.2857142857143,1313.7142857142858,854,1306,860.2857142857143,927.5714285714286,634,1820,321,1148
236,1807.1063829787233,1296.531914893617,1423.7142857142858,886.5714285714286,327.85714285714283,2207.714285714286,1374,1864,777.1428571428571,2212,428.14285714285717,2448,662,2263,852,1304,1599,2039,1735.7142857142858,1740.7142857142858,676.2857142857143,1313.2857142857142,854,1306,861.4285714285714,920.7142857142857,634,1820,321,1148
237,1803.4468085106382,1289.2340425531916,1423.4285714285713,887,328,2207.8571428571427,1374,1864,774.7142857142857,2209.714285714286,430,2444.5714285714284,662,2263,852.1428571428571,1304,1599,2039,1735.5714285714287,1731.7142857142858,683.4285714285714,1313,854,1306,862,913.2857142857143,634,1820,321,1148
238,1799.787234042553,1281.936170212766,1423.142857142857,887.4285714285714,328,2207.8571428571427,1374,1864,772.5714285714286,2207.714285714286,432.14285714285717,2440.714285714286,662,2263,852.2857142857143,1304,1599,2039,1735.7142857142858,1722.2857142857142,690.1428571428571,1313,854.1428571428571,1306,862.2857142857143,905.5714285714286,634,1820,321,1148
239,1796.127659574468,1274.6382978723407,1422.7142857142858,887.8571428571429,328,2207.714285714286,1374.142857142857,1864,770.2857142857143,2205.4285714285716,434.7142857142857,2436.714285714286,662,2263,852.4285714285714,1304,1599,2039,1735.857142857143,1713.2857142857142,697.1428571428571,1313.5714285714287,854.2857142857143,1306,862.2857142857143,900.5714285714286,634,1820,321,1148
240,1792.468085106383,1267.340425531915,1422.2857142857142,888.1428571428571,328,2207.5714285714284,1374.142857142857,1864,768,2203.4285714285716,437.42857142857144,2432.285714285714,662,2263,852.5714285714286,1304,1599,2039,1736,1703.857142857143,704.2857142857143,1314,840.7142857142857,1374.5,861.8571428571429,896,634,1820,321,1148
241,1788.808510638298,1260.0425531914893,1422,888.2857142857143,328,2207.4285714285716,1374.142857142857,1864,765.7142857142857,2201.714285714286,440.2857142857143,2427,662,2263,852.8571428571429,1304,1599,2039,1736.2857142857142,1694.5714285714287,711.2857142857143,1314.142857142857,813.4285714285714,1511.5,860.8571428571429,892,634,1820,321,1148
242,1785.148936170213,1252.7446808510638,1421.5714285714287,888.4285714285714,328,2207.285714285714,1374.142857142857,1864,763.2857142857143,2200.285714285714,443.7142857142857,2420.8571428571427,661.8571428571429,2263,853.1428571428571,1304,1598.857142857143,2039,1736.7142857142858,1685,718.1428571428571,1314.4285714285713,786.1428571428571,1648.5,859.7142857142857,888.2857142857143,634,1820,321,1148
